CURRENTLEVEL;ISINKYEDIBLE;ISBLINKYEDIBLE;ISSUEEDIBLE;ISPINKYEDIBLE;BLINKYDIST;INKYDIST;PINKYDIST;SUEDIST;PACMANPOSITION;CURRENTSCORE;DIRECTIONCHOSEN;
0;false;false;false;false;LOW;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;LOW;LOW;VERY_LOW;MEDIUM;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;VERY_HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;VERY_HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;VERY_HIGH;NONE;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_HIGH;NONE;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_HIGH;NONE;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_HIGH;VERY_HIGH;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;NEUTRAL;
0;false;false;false;false;HIGH;VERY_HIGH;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;VERY_HIGH;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;VERY_HIGH;HIGH;VERY_HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;HIGH;HIGH;VERY_HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;HIGH;HIGH;VERY_HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;LOW;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;LOW;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;LOW;MEDIUM;LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;LOW;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;LOW;MEDIUM;LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;VERY_LOW;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;HIGH;NONE;HIGH;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;NONE;HIGH;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;HIGH;NONE;HIGH;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;HIGH;HIGH;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;LOW;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;MEDIUM;LOW;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;MEDIUM;LOW;MEDIUM;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;HIGH;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;VERY_HIGH;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;VERY_HIGH;LOW;LOW;LOW;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;VERY_HIGH;VERY_LOW;LOW;LOW;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_HIGH;LOW;LOW;LOW;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_HIGH;LOW;LOW;LOW;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;VERY_HIGH;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;VERY_HIGH;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;VERY_HIGH;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_HIGH;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;HIGH;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;MEDIUM;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;HIGH;LOW;LOW;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;HIGH;MEDIUM;LOW;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;HIGH;HIGH;MEDIUM;LOW;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;HIGH;HIGH;MEDIUM;LOW;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;HIGH;HIGH;MEDIUM;LOW;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;HIGH;MEDIUM;MEDIUM;LOW;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;HIGH;MEDIUM;MEDIUM;LOW;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;VERY_HIGH;MEDIUM;LOW;LOW;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;VERY_HIGH;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;VERY_HIGH;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;LOW;LOW;VERY_HIGH;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;VERY_HIGH;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;VERY_HIGH;VERY_LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;VERY_LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;VERY_HIGH;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;LOW;MEDIUM;MEDIUM;HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_LOW;UP;
0;true;true;true;true;VERY_HIGH;MEDIUM;MEDIUM;LOW;HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;VERY_HIGH;MEDIUM;MEDIUM;LOW;HIGH;VERY_LOW;LEFT;
0;true;true;true;true;HIGH;MEDIUM;MEDIUM;MEDIUM;MEDIUM;VERY_LOW;RIGHT;
0;true;true;true;true;HIGH;MEDIUM;LOW;MEDIUM;MEDIUM;VERY_LOW;LEFT;
0;true;true;true;true;HIGH;MEDIUM;LOW;MEDIUM;MEDIUM;VERY_LOW;RIGHT;
0;true;true;true;true;HIGH;MEDIUM;LOW;HIGH;MEDIUM;VERY_LOW;RIGHT;
0;true;true;true;true;HIGH;MEDIUM;LOW;HIGH;MEDIUM;VERY_LOW;NEUTRAL;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;HIGH;MEDIUM;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;LOW;HIGH;MEDIUM;VERY_LOW;UP;
0;true;true;true;true;MEDIUM;LOW;LOW;HIGH;MEDIUM;VERY_LOW;LEFT;
0;true;true;true;true;MEDIUM;MEDIUM;LOW;HIGH;MEDIUM;VERY_LOW;LEFT;
0;true;true;true;true;MEDIUM;MEDIUM;LOW;HIGH;MEDIUM;VERY_LOW;RIGHT;
0;true;true;true;true;MEDIUM;MEDIUM;LOW;HIGH;MEDIUM;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;MEDIUM;LOW;HIGH;MEDIUM;VERY_LOW;RIGHT;
0;false;false;false;false;LOW;MEDIUM;LOW;HIGH;MEDIUM;VERY_LOW;DOWN;
0;false;false;false;false;LOW;HIGH;VERY_LOW;HIGH;MEDIUM;VERY_LOW;DOWN;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;HIGH;NONE;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;NONE;HIGH;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;VERY_HIGH;HIGH;NONE;VERY_HIGH;VERY_LOW;NEUTRAL;
0;false;false;false;false;HIGH;HIGH;HIGH;NONE;VERY_HIGH;VERY_LOW;NEUTRAL;
0;false;false;false;false;HIGH;HIGH;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;LOW;MEDIUM;LOW;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;LOW;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_LOW;LOW;VERY_LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;NONE;HIGH;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;NONE;HIGH;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;LOW;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;LOW;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;LOW;MEDIUM;LOW;MEDIUM;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;LOW;MEDIUM;LOW;LOW;HIGH;VERY_LOW;UP;
0;false;false;false;false;LOW;LOW;VERY_LOW;LOW;HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;VERY_HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;HIGH;NONE;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;NONE;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;NONE;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;VERY_HIGH;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;HIGH;VERY_HIGH;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;VERY_HIGH;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;VERY_HIGH;HIGH;VERY_HIGH;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;MEDIUM;VERY_HIGH;HIGH;VERY_HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;MEDIUM;VERY_HIGH;HIGH;VERY_HIGH;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;MEDIUM;HIGH;HIGH;VERY_HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;HIGH;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;LOW;MEDIUM;LOW;MEDIUM;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;LOW;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;LOW;LOW;LOW;MEDIUM;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;LOW;LOW;HIGH;VERY_LOW;DOWN;
0;true;true;true;true;LOW;MEDIUM;LOW;MEDIUM;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;LOW;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;LOW;HIGH;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;LOW;MEDIUM;LOW;HIGH;VERY_HIGH;VERY_LOW;UP;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;true;true;true;true;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;true;true;true;true;MEDIUM;MEDIUM;LOW;VERY_HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;MEDIUM;LOW;VERY_HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;VERY_HIGH;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;LOW;LOW;LOW;VERY_HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;LOW;LOW;LOW;VERY_HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;LOW;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;LOW;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;LOW;LOW;LOW;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;VERY_LOW;VERY_LOW;VERY_LOW;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_LOW;VERY_LOW;VERY_LOW;HIGH;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;VERY_LOW;VERY_LOW;VERY_LOW;HIGH;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;VERY_LOW;VERY_LOW;VERY_LOW;HIGH;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;VERY_LOW;VERY_LOW;VERY_LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;VERY_LOW;VERY_LOW;VERY_LOW;MEDIUM;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;UP;
0;false;false;false;false;NONE;NONE;NONE;NONE;HIGH;VERY_LOW;LEFT;
0;false;false;false;false;NONE;NONE;NONE;NONE;HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;NONE;NONE;NONE;HIGH;VERY_LOW;LEFT;
0;false;false;false;false;HIGH;NONE;NONE;NONE;HIGH;VERY_LOW;LEFT;
0;false;false;false;false;MEDIUM;NONE;NONE;NONE;HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;NONE;MEDIUM;NONE;HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;NONE;MEDIUM;NONE;HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;HIGH;HIGH;MEDIUM;NONE;HIGH;VERY_LOW;LEFT;
0;false;false;false;false;HIGH;MEDIUM;MEDIUM;NONE;HIGH;VERY_LOW;UP;
0;false;false;false;false;HIGH;MEDIUM;MEDIUM;NONE;HIGH;VERY_LOW;LEFT;
0;false;false;false;false;HIGH;MEDIUM;MEDIUM;HIGH;HIGH;VERY_LOW;UP;
0;false;false;false;false;MEDIUM;MEDIUM;MEDIUM;MEDIUM;HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;MEDIUM;LOW;MEDIUM;MEDIUM;HIGH;VERY_LOW;UP;
0;false;false;false;false;LOW;LOW;MEDIUM;LOW;HIGH;VERY_LOW;UP;
0;false;false;false;false;LOW;LOW;MEDIUM;LOW;MEDIUM;VERY_LOW;DOWN;
0;false;false;false;false;VERY_LOW;LOW;MEDIUM;MEDIUM;MEDIUM;VERY_LOW;LEFT;
0;false;false;false;false;VERY_LOW;VERY_LOW;LOW;MEDIUM;MEDIUM;VERY_LOW;RIGHT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;LEFT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;NONE;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;DOWN;
0;false;false;false;false;HIGH;NONE;NONE;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;HIGH;NONE;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;RIGHT;
0;false;false;false;false;HIGH;NONE;VERY_HIGH;NONE;VERY_HIGH;VERY_LOW;LEFT;
